GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
1180 E 32 ST,05:30:04,11210,40.622629000000000,-73.944428000000000,1180,East 32nd Street,Flatlands,Brooklyn,Kings County,New York,4735,206,ChIJvcayDq9EwokR39CcJ7Bfbag,40,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,C5EF924E-1102-11EB-A9BA-000D3A9ABAE4,2020-10-18 00:00:00.000,1602999005.000000000000000,2020-10-25 00:23:01.437
1181 OLD WHITE PLAINS RD,13:09:47,10466,40.891930000000000,-73.855149000000000,NULL,Old White Plains Road,East Bronx,The Bronx,Bronx County,New York,NULL,3,ChIJsQjANCbzwokRW6oi2xyf5ns,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8ACD43AA-2D8B-11EB-9EF0-000D3A9D4EC8,2020-11-23 00:00:00.000,1606136990.000000000000000,2020-11-23 13:22:08.657
11823 200 ST,18:21:09,11412,40.692742600000000,-73.751511200000000,118-23,200th Street,St. Albans,Queens,Queens County,New York,3522,25,ChIJa1N02llhwokRa1OjWas-e_M,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EDA65AA0-22B6-11EB-9EF0-000D3A9D4EC8,2020-11-09 00:00:00.000,1604946166.000000000000000,2020-11-11 22:22:03.943
1183 DEAN ST,01:56:49,11216,41.000000000000000,-74.000000000000000,1183,Dean Street,Crown Heights,Brooklyn,Kings County,New York,3003,71,ChIJI9rndptbwokRkzKUBuGRLdU,1,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,01E06782-083F-11EB-9D9B-000D3A9ABAE4,2020-10-07 00:00:00.000,1602036179.000000000000000,2020-10-25 00:23:01.437
1183 GRENADA PL,21:53:13,10466,40.888506799999984,-73.843186699999984,1183,Grenada Place,Edenwald,The Bronx,Bronx County,New York,5019,18,ChIJ8yeyXSvzwokRsh3huE_S5MA,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,E7845412-22C8-11EB-9EF0-000D3A9D4EC8,2020-11-09 00:00:00.000,1604958801.000000000000000,2020-11-11 22:22:03.947
1184 E 31 ST,00:58:15,11210,40.622506700000000,-73.945318399999984,1184,East 31st Street,Flatlands,Brooklyn,Kings County,New York,4733,206,ChIJy25coq9EwokRdSl-75nlKeM,1,Burning Wires,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A956327E-0F49-11EB-A9BA-000D3A9ABAE4,2020-10-16 00:00:00.000,1602809919.000000000000000,2020-10-25 00:23:01.437
1184 E 51 ST,17:36:16,11234,40.632025100000000,-73.927543300000000,1184,East 51st Street,Flatlands,Brooklyn,Kings County,New York,1623,14,ChIJnTBgSaxcwokR_X2NKg0c-FE,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,DA5AE702-319F-11EB-9EF0-000D3A9D4EC8,2020-11-28 00:00:00.000,1606585197.000000000000000,2020-11-29 01:22:18.050
11840 236 ST,18:03:57,11411,40.688356300000000,-73.727799400000000,118-40,236th Street,Jamaica,Queens,Queens County,New York,2326,14,ChIJzazFevJjwokRQocOdaxD24M,1,Burning Wires,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,4F58FBC0-28FE-11EB-9EF0-000D3A9D4EC8,2020-11-17 00:00:00.000,1605636654.000000000000000,2020-11-17 18:44:54.407
119 CELESTE CT,07:16:47,11229,40.596044700000008,-73.930953300000000,119,Celest Court,Gerritsen Beach,Brooklyn,Kings County,New York,6546,11,ChIJWVBPbnxDwokRlaD0MfbKtBM,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,06B5705A-2FB7-11EB-9EF0-000D3A9D4EC8,2020-11-26 00:00:00.000,1606375171.000000000000000,2020-11-26 18:09:26.273
119 DEWEY AV,14:17:22,10308,40.555782000000000,-74.147186400000016,119,Dewey Avenue,Great Kills,Staten Island,Richmond County,New York,2102,9,ChIJJ_Tpq8BLwokR4FEpqXVOvF8,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,C5F786B4-2103-11EB-AADC-000D3A9ABAE4,2020-11-07 00:00:00.000,1604758803.000000000000000,2020-11-07 15:37:04.990
119 EVERGREEN ST,14:20:23,10308,40.557944100000000,-74.141318900000000,119,Evergreen Street,Great Kills,Staten Island,Richmond County,New York,1840,6,ChIJ0UhhJsJLwokRhAvSl_Va_ds,27,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,C5F786B4-2103-11EB-AADC-000D3A9ABAE4,2020-11-07 00:00:00.000,1604758903.000000000000000,2020-11-07 16:39:43.790
119 FULTON ST,15:52:32,10038,40.710101500000000,-74.006952500000000,119,Fulton Street,NULL,Manhattan,New York County,New York,2729,8,ChIJ6-FsDBhawokRptz4Vi0bcA4,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,7542B2F2-3648-11EB-B6A0-000D3A8A7223,2020-12-04 00:00:00.000,1607097153.000000000000000,2020-12-04 17:30:08.867
119 FULTON ST,22:10:27,10038,40.710101500000000,-74.006952500000000,119,Fulton Street,NULL,Manhattan,New York County,New York,2729,11,ChIJ6-FsDBhawokRptz4Vi0bcA4,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,103FEEEE-367D-11EB-B6A0-000D3A8A7223,2020-12-04 00:00:00.000,1607119828.000000000000000,2020-12-04 23:33:43.840
119 KELLY BLVD,14:35:17,10314,40.586709200000000,-74.153929699999984,119,Kelly Boulevard,New Springville,Staten Island,Richmond County,New York,6148,10,ChIJ4ZNRUHFMwokRwx_qpjNs2us,15,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,272AE63A-3962-11EB-B6A0-000D3A8A7223,2020-12-08 00:00:00.000,1607438118.000000000000000,2020-12-08 18:56:49.397
119 RAPELYE ST,13:48:28,11231,40.680426700000000,-74.001786900000000,119,Rapelye Street,Carroll Gardens,Brooklyn,Kings County,New York,2666,22,ChIJ59STPF9awokRT2a1fzqKvIc,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,390D0778-3180-11EB-9EF0-000D3A9D4EC8,2020-11-28 00:00:00.000,1606571310.000000000000000,2020-11-29 01:11:47.507
119 S 14 AV,15:58:33,11356,40.785702000000000,-73.848229000000000,119-10,14th Avenue,Flushing,Queens,Queens County,New York,1641,19,ChIJzxU0BE71wokR54JoQNmiVhs,29,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F92EBD98-2E6B-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606233738.000000000000000,2020-11-24 16:26:39.613
1190 WILLOWBROOK RD,00:22:23,10314,40.603429899999984,-74.132919200000000,1190,Willowbrook Road,Manor Heights,Staten Island,Richmond County,New York,4102,264,ChIJ62JIhyRMwokRn0TH37cO69k,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,593AB050-158C-11EB-A427-000D3A9ABAE4,2020-10-24 00:00:00.000,1603498994.000000000000000,2020-10-25 00:23:01.437
11907 221 ST,22:43:42,11411,40.691244000000000,-73.740844000000000,119-07,221st Street,Jamaica,Queens,Queens County,New York,2014,18,ChIJFX0vseRjwokRx1kOfa2C1CA,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,491ECB90-26C9-11EB-9EF0-000D3A9D4EC8,2020-11-14 00:00:00.000,1605393882.000000000000000,2020-11-15 16:19:13.067
11921 235 ST,23:02:49,11411,40.687118000000000,-73.728833000000000,119-21,235th Street,Jamaica,Queens,Queens County,New York,2321,22,ChIJnfymN_JjwokR6l5Mzg1uSik,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1131FC08-1E0D-11EB-A427-000D3A9ABAE4,2020-11-03 00:00:00.000,1604444570.000000000000000,2020-11-04 01:15:59.997
11927 191 ST,20:57:22,11412,40.688548000000000,-73.758249999999984,119-27,191st Street,Jamaica,Queens,Queens County,New York,3622,124,ChIJ6zT59FFhwokRXlZNZpOBZe8,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,50063BAC-17CC-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603745938.000000000000000,2020-10-29 04:13:29.047
11940 191 ST,19:10:19,11412,40.688075300000000,-73.758601300000000,119-40,191st Street,Jamaica,Queens,Queens County,New York,3623,7,ChIJ2yCbG1JhwokR0FCIuukVMcE,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,BA5AD932-1E06-11EB-A427-000D3A9ABAE4,2020-11-03 00:00:00.000,1604431068.000000000000000,2020-11-03 19:45:06.957
12 CLARA CT,17:07:43,10567,41.310486100000000,-73.906803100000000,NULL,Clara Court,NULL,NULL,Westchester County,New York,NULL,NULL,ChIJkVznCxTJwokR-86Rd7BPoyk,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A00E2C0E-1A06-11EB-A427-000D3A9ABAE4,2020-10-29 00:00:00.000,1603991279.000000000000000,2020-10-29 17:19:12.653
12 FRANCESCA LA,02:02:53,NULL,40.712775300000000,-74.005972800000000,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,ChIJOwg_06VPwokRYv534QaPC8g,31,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EF232254-2C5D-11EB-9EF0-000D3A9D4EC8,2020-11-22 00:00:00.000,1606010613.000000000000000,2020-11-22 02:46:07.877
12 HALF MILE RD,03:51:20,10504,41.120703300000000,-73.729558500000000,12,Half Mile Road,NULL,NULL,Westchester County,New York,1304,NULL,ChIJN8dVMDe8wokRYvcA_YefwyQ,6,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,494B7D38-2882-11EB-9EF0-000D3A9D4EC8,2020-11-17 00:00:00.000,1605585284.000000000000000,2020-11-17 04:27:01.990
12 HILLIS ST,15:19:35,10312,40.538301400000000,-74.177865900000000,12,Hillis Street,Annadale,Staten Island,Richmond County,New York,4112,11,ChIJncjKxftKwokRQcCzzVSL7d0,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,2BAEB460-281A-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605540340.000000000000000,2020-11-16 16:17:40.320
12 LIVINGSTON AV,02:05:54,10314,40.605373900000000,-74.129255899999984,12,Livingston Avenue,Manor Heights,Staten Island,Richmond County,New York,5127,7,ChIJba-dfCZMwokRFGkQ43s9Exw,32,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,0638501A-27A7-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605492466.000000000000000,2020-11-16 02:21:02.997
12 NEWPORT RD,02:44:14,11212,40.658359300000000,-73.914933800000000,12,Newport Street,Brownsville,Brooklyn,Kings County,New York,NULL,18,ChIJO5qVBY1cwokRnvIUnwRcNf0,16,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,B80EE994-0CFD-11EB-A9BA-000D3A9ABAE4,2020-10-13 00:00:00.000,1602557145.000000000000000,2020-10-25 00:23:01.437
12 PHEASANT DR,11:43:59,10309,40.532176600000000,-74.222385699999984,12,Pheasant Lane,Charleston,Staten Island,Richmond County,New York,1970,21,EiwxMiBQaGVhc2FudCBMbiwgU3RhdGVuIElzbGFuZCwgTlkgMTAzMDksIFVTQSIaEhgKFAoSCRPYh5Q1tcOJEawIUsdpKP79EAw,24,Area Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,9342C8B8-2FDC-11EB-9EF0-000D3A9D4EC8,2020-11-26 00:00:00.000,1606391041.000000000000000,2020-11-26 18:09:26.300
12 RIVERPOINTE RD,00:22:18,10706,40.977404000000000,-73.885596999999984,12,Riverpointe Road,NULL,NULL,Westchester County,New York,3812,NULL,ChIJkwl60QHtwokRqnOu7Ch-Ft0,16,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Equipment Problem,C85E8242-23B3-11EB-9EF0-000D3A9D4EC8,2020-11-11 00:00:00.000,1605054140.000000000000000,2020-11-11 22:32:36.757
12 S STONE AV,02:04:07,11233,40.681655700000000,-73.909059599999984,12,Mother Gaston Boulevard,Ocean Hill,Brooklyn,Kings County,New York,2510,1,ChIJPSPvDEFcwokRPESk6BS42Fo,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,3A054ED6-3830-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607306647.000000000000000,2020-12-07 02:41:15.337
12 SHELTON ST,15:08:53,10528,40.972929400000000,-73.722363700000016,12,Shelton Street,NULL,NULL,Westchester County,New York,2912,NULL,ChIJxaz0bBWRwokRtIuL19rVFEA,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D85D011A-389D-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607353734.000000000000000,2020-12-07 15:54:29.873
12 SHELTON ST,21:15:22,10528,40.972929400000000,-73.722363700000016,12,Shelton Street,NULL,NULL,Westchester County,New York,2912,NULL,ChIJxaz0bBWRwokRtIuL19rVFEA,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,FDF05ACA-38D0-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607375723.000000000000000,2020-12-07 22:00:37.540
12 SHIFT PL,16:26:06,10312,40.545743300000000,-74.199199499999984,12,Shift Place,Rossville,Staten Island,Richmond County,New York,1135,347,ChIJ_TGrJt9KwokRkiXZB54hmPc,11,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,CF52FAA0-154A-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603470394.000000000000000,2020-10-25 00:23:01.437
120 DAHLIA ST,16:44:49,10312,40.545849000000000,-74.200093799999984,120,Dahlia Street,Rossville,Staten Island,Richmond County,New York,1127,347,ChIJAz6QK99KwokRSGS2huVW1j8,11,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,FE605640-154E-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603471620.000000000000000,2020-10-25 00:23:01.437
120 N TERRACE AV,17:38:26,10550,40.914643300000000,-73.846258600000000,120,North Terrace Avenue,Sunset Hill,NULL,Westchester County,New York,NULL,NULL,EisxMjAgTiBUZXJyYWNlIEF2ZSwgTXQgVmVybm9uLCBOWSAxMDU1MCwgVVNBIhoSGAoUChIJnc24u7XywokR6HYJxhhc9aoQeA,1,Building Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,DD9FB1FE-2E7A-11EB-9EF0-000D3A9D4EC8,2020-11-24 00:00:00.000,1606239838.000000000000000,2020-11-24 17:59:59.213
120 STONEWALL CT,16:19:56,10014,40.733644000000000,-74.002801200000000,120,Stonewall Place,NULL,Manhattan,New York County,New York,NULL,16,EikxMjAgU3RvbmV3YWxsIFBsLCBOZXcgWW9yaywgTlkgMTAwMTQsIFVTQSIaEhgKFAoSCdX_kHGUWcKJEeWPWXKZ3pljEHg,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,80569728-325E-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606666939.000000000000000,2020-11-29 16:44:22.587
12011 178 PL,01:00:54,11434,40.685084000000000,-73.764902600000000,120-11,178th Place,Jamaica,Queens,Queens County,New York,2721,13,ChIJKySgpUxhwokRe2cRF4kwmx8,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Weather-Related,8685E95C-375C-11EB-B6A0-000D3A8A7223,2020-12-06 00:00:00.000,1607216454.000000000000000,2020-12-06 02:59:21.080
12011 178 PL,19:54:55,11434,40.685084000000000,-73.764902600000000,120-11,178th Place,Jamaica,Queens,Queens County,New York,2721,6,ChIJKySgpUxhwokRe2cRF4kwmx8,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,D813FC4E-3731-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607198095.000000000000000,2020-12-05 20:53:13.717
12011 178 PL,22:47:38,11434,40.685084000000000,-73.764902600000000,120-11,178th Place,Jamaica,Queens,Queens County,New York,2721,6,ChIJKySgpUxhwokRe2cRF4kwmx8,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,Weather-Related,319E1B56-374A-11EB-B6A0-000D3A8A7223,2020-12-05 00:00:00.000,1607208459.000000000000000,2020-12-05 23:25:46.730
12016 VAN WYCK EXPWY,23:08:21,11420,40.675211000000000,-73.802805999999984,120-16,Van Wyck Expressway,Jamaica,Queens,Queens County,New York,3013,21,ChIJx2MQdyRnwokRypIciM5C3rE,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,E39A9D8C-2D15-11EB-9EF0-000D3A9D4EC8,2020-11-22 00:00:00.000,1606086501.000000000000000,2020-11-22 23:23:14.030
12018 201 ST,14:36:16,11412,40.690095000000000,-73.749505000000000,120-18,201st Street,Jamaica,Queens,Queens County,New York,3812,7,ChIJZdwQt1dhwokR7ty_QIEtw1k,1,Pole Damage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A68FF322-1796-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603723124.000000000000000,2020-10-29 04:13:29.090
1202 E 223 ST,04:19:30,10466,40.881364100000000,-73.847017800000000,1202,East 223rd Street,Edenwald,The Bronx,Bronx County,New York,5802,13,ChIJKeD1MjLzwokRarFEO4HvPik,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F2114C88-390B-11EB-B6A0-000D3A8A7223,2020-12-08 00:00:00.000,1607401170.000000000000000,2020-12-08 06:36:45.873
12022 171 ST,16:58:34,11434,40.682481100000000,-73.774069800000000,120-22,171st Street,Jamaica,Queens,Queens County,New York,2604,13,ChIJ2ZNTTMpmwokRqAqfT55Gr5E,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A00E2C0E-1A06-11EB-A427-000D3A9ABAE4,2020-10-29 00:00:00.000,1603990715.000000000000000,2020-10-29 17:19:12.660
12023 192 ST,19:26:08,11412,40.687404800000000,-73.756222200000000,120-23,192nd Street,Jamaica,Queens,Queens County,New York,3626,15,ChIJx3oMzlNhwokRGNW9k5i16pU,1,Wires Down,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D9777432-38BF-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607369168.000000000000000,2020-12-07 20:29:05.570
12023 192 ST,21:41:34,11412,40.687404800000000,-73.756222200000000,120-23,192nd Street,Jamaica,Queens,Queens County,New York,3626,110,ChIJx3oMzlNhwokRGNW9k5i16pU,1," Wires Down"," An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 34ab6bba-35af-11eb-b6a0-000d3a8a7223",2020-12-03 21:41:34.000,1607031694.000000000000000,2020-12-04 05:48:20.380
12025 MARSDEN ST,16:17:03,11434,40.682143000000000,-73.775218000000000,120-25,Marsden Street,Jamaica,Queens,Queens County,New York,2646,4,ChIJl3J7x8tmwokRBSWRWRAVLug,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,2BAEB460-281A-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605547154.000000000000000,2020-11-16 17:49:19.600
12033 170 ST,22:16:48,11434,40.682139900000000,-73.774266000000000,120-33,170th Street,Jamaica,Queens,Queens County,New York,2618,9,ChIJEbDMSspmwokRz0oYeKp3bew,1,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,4AF86294-26C6-11EB-9EF0-000D3A9D4EC8,2020-11-14 00:00:00.000,1605392246.000000000000000,2020-11-15 18:45:19.460
12044 147 ST,18:46:24,11436,40.676046300000000,-73.791979099999984,120-44,147th Street,Jamaica,Queens,Queens County,New York,1542,378,ChIJcSs9VdhmwokRn3UH1TrjlDE,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,66A20A1E-1171-11EB-A9BA-000D3A9ABAE4,2020-10-18 00:00:00.000,1603047139.000000000000000,2020-10-25 00:23:01.437
12063 167 ST,19:55:16,11434,40.680473900000000,-73.776355000000000,120-63,167th Street,Jamaica,Queens,Queens County,New York,2506,39,ChIJp6U0RclmwokRjx2LIvulsD4,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,15C8A9D4-22C1-11EB-9EF0-000D3A9D4EC8,2020-11-09 00:00:00.000,1604951779.000000000000000,2020-11-11 22:32:36.767
1208 E 72 ST,14:50:25,11234,40.626017200000000,-73.914382400000000,1208,East 72nd Street,Bergen Beach,Brooklyn,Kings County,New York,5817,66,ChIJpSn1xUpDwokR__KvtX-miV0,1," Partial Outage"," Crews have been dispatched and should arrive soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 8e352998-3576-11eb-b6a0-000d3a8a7223",2020-12-03 14:50:25.000,1607007025.000000000000000,2020-12-04 05:48:20.407
121 DAHLIA ST,16:44:49,10312,40.546072300000000,-74.199612199999984,121,Dahlia Street,Rossville,Staten Island,Richmond County,New York,1128,347,ChIJDULwL99KwokRgXfOf--uo7E,11,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,FE605640-154E-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603471621.000000000000000,2020-10-25 00:23:01.437
121 SAINT MARKS AV,21:34:58,11217,40.679564200000000,-73.972281900000000,121,Saint Marks Avenue,Prospect Heights,Brooklyn,Kings County,New York,2410,147,ChIJN_NqTa9bwokR_C6wOA6nOuw,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,75945452-189A-11EB-A427-000D3A9ABAE4,2020-10-27 00:00:00.000,1603834942.000000000000000,2020-10-29 04:40:14.563
121 WESTHELP WAY,15:37:39,NULL,40.686235800000000,-73.822130700000000,NULL,121st Street,NULL,Queens,Queens County,New York,NULL,NULL,ChIJKYb100hnwokRQ9CKWF3Ejho,1," No Lights"," An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 3fb8c9b2-357d-11eb-b6a0-000d3a8a7223",2020-12-03 15:37:39.000,1607009859.000000000000000,2020-12-04 05:48:20.447
12105 111 AV,18:24:05,11420,40.681292000000000,-73.819389000000000,121-05,111th Avenue,Jamaica,Queens,Queens County,New York,1413,11,ChIJm69C7EdnwokRQE_Ao1ofm3I,1,Pole Damage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D28E214C-3334-11EB-9EF0-000D3A9D4EC8,2020-11-30 00:00:00.000,1606760800.000000000000000,2020-11-30 18:55:53.137
1211 E 68 ST,05:17:08,11234,40.624550100000000,-73.916456900000000,1211,East 68 Street,Bergen Beach,Brooklyn,Kings County,New York,5721,133,ChIJYUqVCUtDwokROGHIMfEtYgE,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1963CE8E-0D13-11EB-A9BA-000D3A9ABAE4,2020-10-13 00:00:00.000,1602566349.000000000000000,2020-10-25 00:23:01.437
12111 MERRILL ST,03:47:16,11434,40.683614200000000,-73.770612900000000,121-11,Merrill Street,Jamaica,Queens,Queens County,New York,1905,86,ChIJ-UvxZbVmwokRAMW-gkysfhg,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8A06BA00-1805-11EB-A427-000D3A9ABAE4,2020-10-27 00:00:00.000,1603770608.000000000000000,2020-10-29 04:13:29.120
12120 AUDLEY ST,23:16:39,11415,40.708919200000000,-73.832375599999984,12120,Audley Street,Kew Gardens,Queens,Queens County,New York,NULL,114,ChIJxY9WfaNgwokRGPgOYuMP4to,2,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,EC0C8AC6-17DE-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603754516.000000000000000,2020-10-29 04:13:29.157
1215 TROY AV,14:48:38,11203,40.642959000000000,-73.934935000000000,1215,Troy Avenue,Little Caribbean,Brooklyn,Kings County,New York,5727,7,ChIJafBCaadcwokRXuocpCP-o3U,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,49A5E3B4-30BF-11EB-9EF0-000D3A9D4EC8,2020-11-27 00:00:00.000,1606488591.000000000000000,2020-11-27 21:18:47.477
1216 HANCOCK ST,04:35:18,11221,40.691733900000000,-73.911309000000000,1216,Hancock Street,Bushwick,Brooklyn,Kings County,New York,5214,1,ChIJrZxP6z1cwokRBG7dnVIpVgk,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A7D8C4F8-1F1F-11EB-A427-000D3A9ABAE4,2020-11-05 00:00:00.000,1604550988.000000000000000,2020-11-05 09:13:32.770
122 E 237 ST,16:25:53,10470,40.898290400000000,-73.871884100000000,122,East 237th Street,East Bronx,The Bronx,Bronx County,New York,2005,11,ChIJq1hdGOLywokRKHlA2LF9E00,24,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,538C41EA-1F83-11EB-AADC-000D3A9ABAE4,2020-11-05 00:00:00.000,1604593553.000000000000000,2020-11-06 05:19:05.100
122 EVERGREEN ST,14:20:01,10308,40.557598000000000,-74.140970200000000,122,Evergreen Street,Great Kills,Staten Island,Richmond County,New York,1800,10,ChIJV-rKL8JLwokRXck459_3RgU,27,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,C5F786B4-2103-11EB-AADC-000D3A9ABAE4,2020-11-07 00:00:00.000,1604758803.000000000000000,2020-11-07 15:58:06.287
